X,Y,OBJECTID,Record_Num,Date_Updated,AgencySiteService,PublicComments,AgencyName,ServiceName,ServiceName2,SiteName,AlternateName,FormerName,LegalName,OfficePhone,TollFreePhone,TTYPhone,AfterHoursPhone,TextPhone,CrisisPhone,Fax,EMail,Website,SocialMedia,PrimaryContact,PrimaryContactEmail,PrimaryContactFax,PrimaryContactName,PrimaryContactPhone,PrimaryContactTitle,AlternateContact,VolunteerCoordinator,EmailForm,ParentAgencyRecordNum,ParentAgencyName,DescriptionAgency,LegalStatus,Established,PrimaryExecutive,PrimaryExecutiveEmail,PrimaryExecutiveFax,PrimaryExecutiveName,PrimaryExecutivePhone,PrimaryExecutiveTitle,AlternateExecutive,Funding,Elections,DescriptionService,Hours,Dates,Meetings,AreasServed,Boundaries,Eligibility,Application,Languages,Fees,AdditionalServices,SiteLocation,LocatedInCommunity,SiteBuilding,SiteCity,SiteCountry,SitePostalCode,SiteProvince,SiteStreetName,SiteStreetDirection,SiteStreetNum,SiteStreetType,SiteAddressSuffix,Longitude,Geocoding,Latitude,Intersection,MailBoxType,MailBuilding,Mail_CO,MailCity,MailCountry,MailPOBox,MailPostal,MailProvince,MailStreetName,MailStreetDirection,MailStreetNum,MailStreetType,MailAddressSuffix,PhysicalAccess,Taxonomy,AdditionalServiceSites,AgencySites,AgencyServices,RecordOwnerAgency
590066.4187,4818185.6984,22342,MIL0907,20230503,"Agency ; Site ; Service",,Tai Chi Healthy Bodies Healthy Minds,Tai Chi Healthy Bodies Healthy Minds,,Mailing Address,,,,905-878-7488,,,,,,,taichipractice@cogeco.ca,,Facebook: https://www.facebook.com/groups/770542283006327/,"Barbara Mallalieu, Administrator; Phone: 905-878-7488",,,Barbara Mallalieu,905-878-7488,Administrator,,,,,,"<p>Tai chi improves the total person by promoting health, well-being and inner peace.</p>",(50) Non Profit,,,,,,,,,Fees,,"<p>Tai chi improves the total person by promoting health, well-being and inner peace</p>
<ul>
<li>learn a sequence of movements that are slow, gentle and rhythmic&nbsp;</li>
<li>calming to the body mi","<p>Meetings:&nbsp;<br>* St. Paul's Church (Sep to May): Tue 7 pm-9 pm-beginner and intermediate&nbsp;<br>* Victoria Park (Jun, Jul, Aug): Tue 7 pm-8:30 pm-beginner and intermediate</p>",,,"Halton Region ; Mississauga",,"No restrictions; wear loose clothing and soft-soled shoes",<p>Call for information</p>,English,"Program - drop-in fees available, fees based on cost of facility",,,Milton,St Paul's Church (meeting location),Milton,,L9T 1N4,ON,Main,E,123,St,Main Meeting Hall,-79.885726,"Site Address data
43.5111770, -79.8857260",43.511177,Main St E and James St,,,Barbara Mallalieu,Milton,,,L9T 1J5,ON,King,,28,St,,Fully Accessible,Martial Arts,,,,Information Milton
590910.4498,4818986.276,22343,MIL0930,20240523,"Agency ; Site ; Service",,Ontario. Ministry of the Solicitor General,Probation and Parole,Milton Mall,Milton Mall,,Ontario. Ministry of Community Safety and Correctional Services (2018),,905-878-7259,,,,,,905-878-9969,,www.ontario.ca/page/ministry-solicitor-general,"Facebook: https://www.facebook.com/ONsafety
X (Twitter): https://twitter.com/onsafety","Lee Farrell, Assistant Area Manager; Email: lee.farrell@ontario.ca",lee.farrell@ontario.ca,,Lee Farrell,,Assistant Area Manager,,,,,,"<p>Ontario&rsquo;s Ministry of the Solicitor General is responsible for public security, law enforcement and policing, emergency management, correctional and detention centres/jails and organizations ",(30) Provincial Government,,,,,,,,,Provincial,,"<p>Provides probation and parole services to offenders placed on probation and parole residing within the jurisdiction of Halton&nbsp;<br>&nbsp;<br><strong>Major services:</strong></p>
<ul>
<li>comple",<p>Mon-Fri 8:30 am-5 pm</p>,,,Halton Region,,"Ages: 18 year(s) and up

Referred by courts",<p>No application required</p>,"English ; Interpretive Services - where appropriate",None,,,Milton,Milton Mall,Milton,,L9T 2M3,ON,Ontario,S,55,St,Suite 31,-79.875152,"Site Address data
43.5182820, -79.8751520",43.518282,Ontario St S and Childs Dr,,,,,,,,,,,,,,Fully Accessible,"Adult Parole ; Adult Probation ; Provincial/Territorial Government Departments",,Central West Office - Mailing Address * Georgetown Office * Milton - 655 Martin St * Milton - 661 Martin St * Oakville - South Halton Office,"Maplehurst Correctional Complex * Office of the Chief Coroner * Probation and Parole, Georgetown Office * Probation and Parole, Oakville - South Halton Office * Vanier Centre for Women",Information Oakville
588077.7726,4820718.2799,22344,MIL0939,20240426,"Agency ; Site ; Service","<ul>
<li>The&nbsp;<abbr>RCMP</abbr>&nbsp;does not accept reports of crime via e-mail.</li>
<li>To report a crime, or for immediate police assistance, contact your local&nbsp;<abbr>RCMP</abbr>&nbsp;det",Royal Canadian Mounted Police,Royal Canadian Mounted Police,,Milton - Toronto West Detachment,"Gendarmerie royale du Canada (La) ; Mounties ; RCMP",,,905-876-9500,1-800-461-9398,,,,,905-876-9595,,www.rcmp-grc.gc.ca,"Facebook: https://www.facebook.com/rcmp.ontario
X (Twitter): https://twitter.com/rcmpont
YouTube: https://www.youtube.com/user/rcmpgrcpolice","Media Relations; Phone: 905-876-9556",,,,905-876-9556,Media Relations,,,,,,<p>Canada's national police service</p>,(40) Federal Government,,,,,,,,,Federal,,"<p>A detachment of the Canadian national police service and agency of the Ministry of Public Safety Canada. Includes Criminal Intelligence Branch, Federal Operations Support Branch (FOSB), Financial C",<p>Office: Mon-Fri 8 am-4 pm</p>,,,"East York ; Etobicoke ; Halton Region ; Orangeville ; Peel Region ; Toronto ; York Region",,No restrictions,<p>Contact for information</p>,"English ; French ; services can be provided in other languages upon request",None,,,Milton,,Milton,,L9T 5E8,ON,High Point,,2755,Dr,,-79.909914,"Site Address data
43.5342140, -79.9099140",43.534214,Regional Rd 25 and Hwy 401,,,,,,,,,,,,,,Fully Accessible,Royal Canadian Mounted Police,,,,Information Milton
563961.3478,4815118.6229,22345,MIL0973,20240808,"Agency ; Site ; Service",,Ontario One Call,Public Utility Locate Service,,Online/Telephone Service,"Call or Click Before You Dig ; locates ; ON1Call ; request a locate",,,,"Contact Centre 1-800-400-2255
Corporate Office 1-844-257-9490",,,,,,solutions@ontarioonecall.ca,www.ontarioonecall.ca,"Facebook: https://www.facebook.com/ON1Call
Instagram: https://www.instagram.com/on1call/
X (Twitter): https://twitter.com/ON1Call
YouTube: https://www.youtube.com/channel/UCnwjQMBxkG4QrPW2q5sbjpA",,,,,,,,,,,,<p>A not-for-profit organization that acts as a communications link between buried infrastructure owners (their members) and individuals who are planning to dig in the province of Ontario.</p>,(50) Non Profit,1996,,,,,,,,Membership fees,,"<p>The Ontario Underground Infrastructure Notification System Act, stipulates that by law, anyone in the province of Ontario must contact Ontario One Call before they dig</p>
<ul>
<li>Ontario OneCall ",<p>Mon-Sun 24 hours</p>,,,Ontario,,No restrictions,"<ul>
<li><a href=""https://portal.ontarioonecall.ca/webportal/Account/Login"" target=""_blank"">request a locate on website</a></li>
<li>Homeowners can request a locate via Contact Centre phone number however contractors need to make the request online (Locate requests made online are more accurate, and help save time for those providing the locates)</li>
<li>request to locate must be submitted at least 5 days before dig is planned</li>
</ul>","English ; French",None,,,Guelph,,Guelph,,N1C 1C3,ON,Cooper,,104,Dr,Suite 1,-80.209014,"Site Address data
43.4862540, -80.2090140",43.486254,Laird Rd and Cooper Dr,,,,,,,,,,,,,,Not Applicable - online/telephone service,Utility Line Location Information,,,,Information Oakville
589127.4961,4799060.9258,22346,MIL0997,20241101,"Agency ; Site ; Service",,A Cappella Showcase,A Cappella Showcase,,Milton - Mailing Address,"Harmony, Inc",,,,,,,,,,Membership@acappellashowcase.org,www.acappellashowcase.org,"Facebook: https://www.facebook.com/ACappellaShowcase.ca
Instagram: https://www.instagram.com/acappellashowcase/
YouTube: https://www.youtube.com/channel/UCd-pJBKp9ut8oLXefMK3bSg","Jayne Staples, President; Email: president@acappellashowcase.org",president@acappellashowcase.org,,Jayne Staples,,President,"Kim Anner, Membership; Email: membership@acappellashowcase.org",,,,,<p>A women's competitive barbershop chorus.</p>,(51) Registered Charity,,,,,,,,,"Provincial - Trillium Foundation ; Federal ; Fees",,"<ul>
<li>an International Championship women's chorus, chartered in Milton</li>
<li>as an educational singing organization, the chorus teaches and trains women of all ages to sing and perform in a cap","<p>Rehersal : Tue 7:30 pm at St James United Church, 306 Parkside Drive,&nbsp; Waterdown, Ontario</p>","<p>Tuesdays, except the month of July and December</p>",,"Brant County ; Durham Region ; Halton Region ; Hamilton (City of) ; Niagara Region ; Peel Region ; Wellington County ; York Region",,"Ages: 12 year(s) and up

Females",<p>Contact by email for membership inquiries</p>,English,Membership,,,Waterdown,St James United Church (Rehearsal Location),Waterdown,Canada,L0R 2H0,ON,Parkside,,306,Dr,,-79.900461,"Site Address data
43.3391140, -79.9004610",43.339114,Centre Rd and Parkside Dr,PO Box,,,Milton,,217,L9T 4N9,ON,,,,,,Fully Accessible - Rehearsal location,"Music Groups ~ Women ; Music Performances",,,,Information Milton
914622.5315,5043292.8216,22347,MIL1042,20240801,"Agency ; Site ; Service","<p><strong>Official travel advisories are in effect, <a href=""https://travel.gc.ca/travelling/advisories"">see website for details </a></strong></p>",Canada. Global Affairs Canada,Essential Information for Canadian Travellers,,Online/Telephone Service,,"Foreign Affairs, Trade and Development Canada (2015)",,"Global Affairs toll free 1-800-267-6788;
<b>To request emergency assistance see Description field</b>",,,,,,,travel@international.gc.ca,www.travel.gc.ca,"Facebook: https://www.facebook.com/travelGoC
Instagram: https://www.instagram.com/gacanada.amcanada
X (Twitter): https://twitter.com/travelGoC",,,,,,,,,,,,"<p>Department of the Government of Canada that manages Canada's diplomatic and consular relations, encourages the country's international trade, and leads Canada's international development and humani",(40) Federal Government,,,,,,,,,Federal,,"<p>Provides consular assistance and information for Canadian citizens who will be travelling outside Canada, including a wide range of current information on conditions in foreign countries, informati",<p>Mon-Sun 24 hours</p>,,,"Canada ; Ontario",,Canadian citizens,"<p>Call, email or visit website for more information</p>","English ; French",None,,,Ottawa,,Ottawa,,,ON,,,,,,-75.70034,"Site Address data
45.4200570, -75.7003400",45.420057,,,,"Consular Services, Global Affairs Canada",Ottawa,,,K1A 0G2,ON,Sussex,,125,Dr,,Not Applicable - telephone and online service,"Embassies/Consulates Abroad ; Federal Government Departments ~ International Issues ; International Travel Advisories ; Internet Information Resources ~ Travellers ; Tourist Information ; Travel Directions/Trip Planning",,,,Information Oakville
590670.9875,4816889.1933,22348,MIL1461,20240402,"Agency ; Site",,The Halton Resource Connection,,,Milton Community Resource Centre,THRC,,,905-875-4600,,,,,,905-876-1273,info@thrc.ca,thrc.ca,"Facebook: https://www.facebook.com/TheHaltonResourceConnection
Instagram: https://www.instagram.com/thehaltonresourceconnection/","Melanie Cunha, Director, The Halton Resource Connection; Email: melaniec@thrc.ca",melaniec@thrc.ca,,Melanie Cunha,,"Director, The Halton Resource Connection",,,,,,"<ul>
<li>provides professionals working in the Early Learning and Child Care Sector access to professional learning, equipment and resources to enhance programs for children and youth as well as peer ",(50) Non Profit,1998,,,,,,,,"Regional / Municipal ; Fees",,"<p>For a full listing of Halton Resource Connection programs <a href=""http://www.hipinfo.ca/bresults.asp?OL1=The+Halton+Resource+Connection"">see here</a></p>",<p>Office: Mon-Fri 9 am-5 pm</p>,,,Halton Region,,"Ages: 16 year(s) and up

Varies depending on program or service",<p>Call for information</p>,English,"Membership ; Service - for some services ; None - Day Pass, Child Care Directory and Information Line, Quality First ; please contact directly for a lit of these and other offerings",Child Care Directory and Information Line * Connect with THRC * Quality First * Resource Library,,Milton,Milton Community Resource Centre,Milton,,L9T 0H8,ON,Bronte,S,410,St,2nd Flr,-79.878464,"Site Address data
43.4994320, -79.8784640",43.499432,Bronte St S and Derry Rd W,,,,,,,,,,,,,,Fully Accessible,,,,Child Care Directory and Information Line * Connect with THRC * Quality First * Resource Library,Information Oakville
590066.4187,4818185.6984,22349,MIL3010,20231207,"Agency ; Site ; Service",,Circle of Friends Tai Chi Club,Circle of Friends Tai Chi Club,,Milton - St Paul's United Church,,,,905-854-0314,,,,,,,mrhansell@hotmail.com,miltontaichi.WebStarts.com,,"Mary Hansell, Instructor",,,Mary Hansell,,Instructor,,,,,,"<p>Tai Chi (Taijiquan) is a subtle and powerful martial art with exercises that integrate the body, mind and spirit</p>",(50) Non Profit,1987,,,,,,,,Fees,,"<p>A form of martial art and meditation that energizes the whole body&nbsp;</p>
<ul>
<li>teaches Yang Style tai chi-bare hand, sword, and sabre forms</li>
</ul>",<p>Tue 7 pm-9 pm (mixed levels)</p>,<p>Sep-Jun</p>,,"Burlington ; Milton ; Mississauga ; Oakville",,No restrictions,<p>Contact for information</p>,English,Program - based on cost of rental facility,,,Milton,St Paul's United Church (meeting location),Milton,,L9T 1N4,ON,Main,E,123,St,Main Hall,-79.885726,"Site Address data
43.5111770, -79.8857260",43.511177,Ontario St S and Main St E,Box,,Circle of Friends Tai Chi Club,Campbellville,,214,L0P 1B0,ON,Glenda Jane,,53,Dr,,"Partially Accessible - one step at entrance ; * Wheelchair accessible: elevator on ground level
* call for information on washroom accessibility",Martial Arts,,,,Information Milton
589850.4833,4820006.4003,22350,MIL3031,20240109,"Site ; Service","<p><strong><span style=""color: #bb0000;"">Satellite court located in Burlington. Please contact the Milton VWAP Office for more information on location and hours</span></strong></p>",Ontario. Ministry of the Attorney General,Victim / Witness Assistance Program,,Milton Courthouse - Rm 235,"HT1 ; Victim Assistance Program ; VVFF ; VWAP",,,905-878-6292,,905-876-1019,,,,905-693-4203,,www.ontario.ca/page/victimwitness-assistance-program,"X (Twitter): https://twitter.com/onattorneygen
YouTube: https://www.youtube.com/user/ONgov","Janette Mitchell, Manager; Phone: 905-878-4165 ext 3422; Email: janette.mitchell@ontario.ca",janette.mitchell@ontario.ca,,Janette Mitchell,905-878-4165 ext 3422,Manager,,,,OAK4766,Ontario. Ministry of the Attorney General,,,1994,,,,,,,,,,"<p>Information and assistance to support participation in and understanding of the criminal court process. Services begin once police have laid charges and continue until the court case is over.</p>
<",<p>Mon-Fri 8:30 am-5 pm</p>,,,Halton Region - including courts in Burlington and Milton,,"Where charges are laid by police in Halton Region, service is available to victims and witnesses of:
</br>
<ul><li>Intimate partner violence
<li>Child physical and sexual abuse
<li>Sexual assault (including historical sexual assault and human trafficking)
<li>Families of motor vehicle fatalities
<li>Families of homicide victims
 <li>Elderly victims
<li>Victims with disabilities
<li>Victims of hate crime</ul>
<strong>Vulnerable Victims and Family Fund </strong> – Eligibility determined on case-by-case basis","<p>Referral by police, Crown Attorney, community agency, or self-referral</p>
<p>To access supports, the proceedings must take place at a court in Ontario and applicants must meet specific eligibility criteria depending on the type of support requested.</p>","English ; Interpretive Services - Are available upon request with advanced notice",None,,,Milton,Milton Court House,Milton,,L9T 1Y7,ON,Steeles,E,491,Ave,Rm 235,-79.888096,"Site Address data
43.5275940, -79.8880960",43.527594,Ontario St N and Steeles Ave E,,,,,,,,,,,,,,Fully Accessible,"Crime Witness Support ; General Crime Victim Assistance",,,,Information Oakville
597982.4952,4820639.6695,22351,MIL3923,20240903,"Agency ; Site ; Service",,Milton Ladies Softball League,Milton Ladies Softball League,,Mailing Address,MLSL,,,416-727-8307,,,,,,,lynwalle@gmail.com,www.leaguelineup.com/mlsl,,"Lynda Waller, President; Phone: 416-727-8307",,,Lynda Waller,416-727-8307,President,,,,,,<p>A recreational women's softball league that has been operating in Milton for over 30 years</p>,(50) Non Profit,1978,,,,,,,,"Fundraising ; Fees",Executives serve two year term  * new executive chosen by league players at the annual banquet each October,<p>A recreational women's softball league that has been in Milton for over 30 years</p>,"<p>Games: Monday's 7 pm or 9 pm</p>
<ul>
<li>one day per week&nbsp;</li>
<li>No games played on long weekend Monday's&nbsp;</li>
<li>playoffs are double knockout weekend tournament</li>
<li>games played at Drumquin Park</li>
<li>team rep and executive members meet approximately 4-5 times per season</li>
</ul>",<p>May to mid-Sep</p>,,"Halton Hills ; Milton ; Oakville",,"Ages: 19 year(s) and up

Women * no try outs required","<ul>
<li>new players can register until Apr 30</li>
<li>no players accepted after this date</li>
<li>waiting list until spots become available</li>
<li>email main contact person for registration form</li>
</ul>",English,Program,,,Milton,Drumquin Park (game location),Milton,,,ON,,,,,,-79.787369,"Manual map placement
43.5322720, -79.7873690",43.532272,Trafalgar Rd and Britannia Rd,,,Lynda Waller,Georgetown,,,L7G 5V5,ON,Preston,,33,St,,Not Applicable - Mailing address,"Athletic Associations ; Softball ~ Women",,,,Information Milton
